"","Title","ReleaseDate","Popularity","Budget","Revenue","Genre","IMDBRating","IMDBVotes","Director","RottenTomatoesRating"
"5808","Free Style","'24/12/2008'",0.025304,0,140987,NA,NA,NA,NA,NA
"5809","I Confess","'22/03/1953'",2.367653,0,0,NA,NA,NA,NA,NA
"5810","Chicken Every Sunday","'18/01/1949'",0.505458,0,0,NA,NA,NA,NA,NA
"5811","Rivales de la Sierra","'01/01/2005'",0.004103,0,0,NA,NA,NA,NA,NA
"5812","Lighthouse","'30/01/1983'",4e-05,0,0,NA,NA,NA,NA,NA
"5813","Hors d'oeuvres","'03/12/1971'",5.4e-05,0,0,NA,NA,NA,NA,NA
"5814","à?®à?£à¥€ à?®à?‚à?—à??à?¸à¥‚à??à¥çà?°","'21/10/2010'",0.035618,0,0,NA,NA,NA,NA,NA
"5815","Manhattan Tower","'01/12/1932'",0.014714,0,0,NA,NA,NA,NA,NA
"5816","Mayan","'01/01/1974'",0.05,0,0,NA,NA,NA,NA,NA
"5817","Transistor","'NaT'",0,0,0,NA,NA,NA,NA,NA
"5818","Supersonic Supergirls","'05/10/1973'",0.008712,0,0,NA,NA,NA,NA,NA
"5819","Ã?ltimas imÃ¡genes del naufragio","'09/09/1989'",0,0,0,NA,NA,NA,NA,NA
"5820","Le Passage","'03/12/1986'",0.25191,0,0,NA,NA,NA,NA,NA
"5821","Making of a Male Model","'09/10/1983'",0.198836,0,0,NA,NA,NA,NA,NA
"5822","Vous voulez une histoire?","'26/06/2014'",0.051056,0,0,NA,NA,NA,NA,NA
"5823","Wadley","'20/02/2008'",0.011295,0,0,NA,NA,NA,NA,NA
"5824","Flowers for Algernon","'20/02/2000'",0.435533,0,0,NA,NA,NA,NA,NA
"5825","Rama Rama Re","'21/10/2016'",0.101532,0,0,NA,NA,NA,NA,NA
"5826","Saint-Ex","'17/11/1996'",0.692789,0,0,NA,NA,NA,NA,NA
"5827","Tiada Esok Bagimu","'01/01/1979'",4.8e-05,0,0,NA,NA,NA,NA,NA
"5828","Raiders of Red Gap","'30/09/1943'",0.004867,0,0,NA,NA,NA,NA,NA
"5829","Man nennt es Amore","'22/06/1961'",0.002123,0,0,NA,NA,NA,NA,NA
"5830","Basically Frightened: The Musical Madness of Colonel Bruce Hampton","'30/03/2012'",0.234779,0,0,NA,NA,NA,NA,NA
"5831","Dance with Me","'21/08/1998'",0.842414,0,15,NA,NA,NA,NA,NA
"5832","Morgan Stewart's Coming Home","'20/02/1987'",0.237704,0,0,NA,NA,NA,NA,NA
"5833","River Rites","'05/09/2011'",0.011486,0,0,NA,NA,NA,NA,NA
"5834","5 Steps to Danger","'30/01/1957'",0.033384,0,0,NA,NA,NA,NA,NA
"5835","Das Dorf des Schweigens","'01/07/2015'",0.158946,0,0,NA,NA,NA,NA,NA
"5836","Danmark er lukket","'31/10/1980'",0.0045,0,0,NA,NA,NA,NA,NA
"5837","Almost Too Late","'25/08/2005'",0.00375,0,0,NA,NA,NA,NA,NA
"5838","Scapegoat","'10/08/2013'",0.01875,0,0,NA,NA,NA,NA,NA
"5839","Der Kleine","'01/01/1983'",0.002,0,0,NA,NA,NA,NA,NA
"5840","George & Mildred","'10/10/1980'",0.150974,0,0,NA,NA,NA,NA,NA
"5841","My Wife's Lodger","'01/10/1952'",0.007875,0,0,NA,NA,NA,NA,NA
"5842","Moment of Truth: To Walk Again","'16/02/1994'",0.035849,0,0,NA,NA,NA,NA,NA
"5843","The Little Match Makers","'13/03/2011'",0.011259,0,0,NA,NA,NA,NA,NA
"5844","Paramaribo Papers","'11/03/2002'",0.008802,0,0,NA,NA,NA,NA,NA
"5845","An Odyssey of the North","'03/09/1914'",0.008505,0,0,NA,NA,NA,NA,NA
"5846","Personal Services","'12/02/1987'",0.480135,0,1744164,NA,NA,NA,NA,NA
"5847","Aamir","'06/06/2008'",0.022239,364000,0,NA,NA,NA,NA,NA
"5848","è?‹çŸ¥ã‚‰ãÅ¬æˆ‘ãÅŒå?ê","'17/04/1991'",0.3,0,0,NA,NA,NA,NA,NA
"5849","The Internecine Project","'24/07/1974'",0.156245,0,0,NA,NA,NA,NA,NA
"5850","Siemiany","'11/11/2009'",0.016275,0,0,NA,NA,NA,NA,NA
"5851","The Landlady","'20/04/1979'",8e-06,0,0,NA,NA,NA,NA,NA
"5852","Goster","'30/06/2016'",0.075299,0,0,NA,NA,NA,NA,NA
"5853","Panjaa","'09/12/2011'",0.022086,6,0,NA,NA,NA,NA,NA
"5854","La Grande Vadrouille","'07/12/1966'",1.929803,0,0,NA,NA,NA,NA,NA
"5855","Los novios de mis hijas","'17/09/1964'",0.006641,0,0,NA,NA,NA,NA,NA
"5856","Taqwacore: The Birth of Punk Islam","'03/11/2009'",0.009412,0,0,NA,NA,NA,NA,NA
"5857","The Big Boobie Heist","'12/04/2012'",0.013125,0,0,NA,NA,NA,NA,NA
"5858","At War with the Army","'31/12/1950'",1.124441,0,0,NA,NA,NA,NA,NA
"5859","Bucking Broadway","'24/12/1917'",0.292658,0,0,NA,NA,NA,NA,NA
"5860","Merry Christmas from Vienna","'24/12/1996'",0.015888,0,0,NA,NA,NA,NA,NA
"5861","Penitentiary II","'02/04/1982'",0.000893,0,0,NA,NA,NA,NA,NA
"5862","Freesia","'07/08/2017'",1.47626,0,0,NA,NA,NA,NA,NA
"5863","NFL Cheerleaders: Making the Squad: Tampa Bay Buccaneers","'01/01/2006'",0.005625,0,0,NA,NA,NA,NA,NA
"5864","Li'l Abner","'11/12/1959'",0.228376,0,0,NA,NA,NA,NA,NA
"5865","Greed","'04/12/1924'",1.350756,546883,0,NA,NA,NA,NA,NA
"5866","Banana Joe","'24/03/1982'",0.880222,0,0,NA,NA,NA,NA,NA
"5867","The Compulsory Husband","'10/10/1930'",0.001877,0,0,NA,NA,NA,NA,NA
"5868","The Mustachioed Bandit Meets His End","'03/02/2007'",0.008438,0,0,NA,NA,NA,NA,NA
"5869","Le jour avant le lendemain","'07/09/2008'",0.011952,0,0,NA,NA,NA,NA,NA
"5870","Psyclops","'31/12/2002'",0.054765,17000,0,NA,NA,NA,NA,NA
"5871","Der Unschuldige","'01/02/1962'",0.004433,0,0,NA,NA,NA,NA,NA
"5872","ì‹œê°„ìœ„ìù˜ ì§‘","'05/04/2017'",1.009674,0,0,NA,NA,NA,NA,NA
"5873","The Long Night","'28/05/1947'",0.445494,0,0,NA,NA,NA,NA,NA
"5874","Khlib i sil","'01/01/1970'",2e-06,0,0,NA,NA,NA,NA,NA
"5875","The Passenger: Adult Secrets","'26/11/2006'",0.006056,1,0,NA,NA,NA,NA,NA
"5876","Beyonce at the BBC","'11/11/2006'",0.020902,0,0,NA,NA,NA,NA,NA
"5877","Dirty Cop No Donut","'13/04/1999'",0.004356,0,0,NA,NA,NA,NA,NA
"5878","Juegos de familia","'09/06/2016'",0.387198,0,0,NA,NA,NA,NA,NA
"5879","Goodbye Homerun","'NaT'",0,0,0,NA,NA,NA,NA,NA
"5880","Shark Divers","'27/10/2011'",0.014437,0,0,NA,NA,NA,NA,NA
"5881","Corruption of the Damned","'01/01/1965'",0.002067,0,0,NA,NA,NA,NA,NA
"5882","Surprise","'21/02/1996'",0.002063,0,0,NA,NA,NA,NA,NA
"5883","Yakov Live on Broadway","'23/10/2004'",0.003754,0,0,NA,NA,NA,NA,NA
"5884","Perfect Gentlemen","'14/03/1978'",0.265125,0,0,NA,NA,NA,NA,NA
"5885","A Fisherman's Love Story","'02/01/1912'",0.001875,0,0,NA,NA,NA,NA,NA
"5886","Mohabat Ka Paigham","'01/01/1989'",0.0036,0,0,NA,NA,NA,NA,NA
"5887","Full Blast","'10/05/2000'",0.05094,0,0,NA,NA,NA,NA,NA
"5888","MauÃ¡ - O Imperador e o Rei","'15/10/1999'",0.005192,0,0,NA,NA,NA,NA,NA
"5889","Als Mutter streikte","'07/02/1974'",0.000246,0,0,NA,NA,NA,NA,NA
"5890","Morvern Callar","'01/01/2002'",0.348684,0,0,NA,NA,NA,NA,NA
"5891","Curveball","'18/10/2015'",0.129572,0,0,NA,NA,NA,NA,NA
"5892","Unaccompanied Minors","'08/12/2006'",1.803893,26000000,0,NA,NA,NA,NA,NA
"5893","Children of the Corn V: Fields of Terror","'21/06/1998'",1.803029,0,0,NA,NA,NA,NA,NA
"5894","Time Runner","'17/03/1993'",0.172931,0,0,NA,NA,NA,NA,NA
"5895","Still Tickin': The Return of A Clockwork Orange","'01/01/2000'",0.087521,0,0,NA,NA,NA,NA,NA
"5896","The Devil On Wheels","'15/02/1947'",0.02409,0,0,NA,NA,NA,NA,NA
"5897","Old Mother Riley in Paris","'02/03/1938'",0.003522,0,0,NA,NA,NA,NA,NA
"5898","My Big Fat Gypsy Wedding","'NaT'",4e-04,0,0,NA,NA,NA,NA,NA
"5899","Aos pedaÃ§os","'01/01/2004'",0.005122,0,0,NA,NA,NA,NA,NA
"5900","16 Days in Afghanistan","'01/01/2007'",0.005812,0,0,NA,NA,NA,NA,NA
"5901","Overnight Sensation","'01/10/1984'",0.400658,0,0,NA,NA,NA,NA,NA
"5902","Peter and the Magic Egg","'01/02/1983'",0.25,0,0,NA,NA,NA,NA,NA
"5903","A Bully Romance","'15/06/1939'",0.010035,0,0,NA,NA,NA,NA,NA
"5904","Maria Chapdelaine","'14/12/1934'",0.003516,0,0,NA,NA,NA,NA,NA
"5905","O","'01/01/1940'",NA,0,0,NA,NA,NA,NA,NA
"5906","Born in a Void","'29/11/2016'",0.378421,0,0,NA,NA,NA,NA,NA
"5907","Dada Dum","'17/07/2007'",0.005625,0,0,NA,NA,NA,NA,NA
"5908","Who Will Be a Gurkha","'19/03/2012'",0.019316,0,0,NA,NA,NA,NA,NA
"5909","Wild West","'01/12/1946'",0.001876,0,0,NA,NA,NA,NA,NA
"5910","The (R)evolution of Immortal Technique","'01/07/2011'",0.442646,0,0,NA,NA,NA,NA,NA
"5911","It's Hummer Time","'21/07/1950'",0.003113,0,0,NA,NA,NA,NA,NA
"5912","Too Young The Hero","'27/03/1988'",0.138857,0,0,NA,NA,NA,NA,NA
"5913","The Only Thrill","'04/01/1997'",0.485391,0,0,NA,NA,NA,NA,NA
"5914","As Palavras e os Fios","'13/03/1962'",0.004168,0,0,NA,NA,NA,NA,NA
"5915","The Amazing Panda Adventure","'25/08/1995'",1.267491,0,0,NA,NA,NA,NA,NA
"5916","Le Petit Chose","'31/05/1938'",0.001888,0,0,NA,NA,NA,NA,NA
"5917","Slaughterhouse-Five","'15/03/1972'",0.398015,3200000,0,NA,NA,NA,NA,NA
"5918","Bluebeard","'11/11/1944'",0.277614,0,0,NA,NA,NA,NA,NA
"5919","Deragliamenti","'12/09/2011'",0.017183,0,0,NA,NA,NA,NA,NA
"5920","Dear America: Letters Home from Vietnam","'01/10/1987'",0.295089,0,0,NA,NA,NA,NA,NA
"5921","Platinum Comedy Series: The Torry Brothers: A Family Affair","'13/04/2004'",0.003765,0,0,NA,NA,NA,NA,NA
"5922","Dirk and Betty","'01/01/2000'",0.40554,0,0,NA,NA,NA,NA,NA
"5923","We Came Home","'27/09/2013'",0.020944,0,0,NA,NA,NA,NA,NA
"5924","Los que matan","'NaT'",0,0,0,NA,NA,NA,NA,NA
"5925","Flying Circus","'13/09/1968'",0.013931,0,0,NA,NA,NA,NA,NA
"5926","The Silencer","'01/01/2000'",0.043315,0,0,NA,NA,NA,NA,NA
"5927","Kick That Habit","'01/01/1989'",0.225,0,0,NA,NA,NA,NA,NA
"5928","A Beautiful Belly","'16/04/2011'",0.106056,0,0,NA,NA,NA,NA,NA
"5929","Blue Crush: The Original","'NaT'",1.6e-05,0,0,NA,NA,NA,NA,NA
"5930","I dritti","'19/12/1957'",0.021275,0,0,NA,NA,NA,NA,NA
"5931","Breaking the Ice","'22/09/1938'",0.002973,0,0,NA,NA,NA,NA,NA
"5932","The Importance of Being Russell","'09/10/2006'",0.005629,0,0,NA,NA,NA,NA,NA
"5933","Astray","'13/10/2015'",0.105565,0,0,NA,NA,NA,NA,NA
"5934","Deep Gold","'28/03/2014'",0.033356,0,0,NA,NA,NA,NA,NA
"5935","Death by Design: Where Parallel Worlds Meet","'01/01/1997'",0.172805,0,0,NA,NA,NA,NA,NA
"5936","Antonia","'04/07/2015'",0.136745,0,0,NA,NA,NA,NA,NA
"5937","Onder de tafel","'27/09/2008'",0.008723,0,0,NA,NA,NA,NA,NA
"5938","Zhi fa xian feng","'27/11/1986'",0.352386,0,0,NA,NA,NA,NA,NA
"5939","Hootie & the Blowfish: Summer Camp with Trucks","'NaT'",0,0,0,NA,NA,NA,NA,NA
"5940","The Little Pest","'10/01/1927'",0.003516,0,0,NA,NA,NA,NA,NA
"5941","The Three Investigators and the Secret of Terror Castle","'19/03/2009'",0.823398,0,0,NA,NA,NA,NA,NA
"5942","The Divide","'20/11/2015'",0.068327,0,0,NA,NA,NA,NA,NA
"5943","Ariadne Auf Naxos","'01/01/1988'",0.1125,0,0,NA,NA,NA,NA,NA
"5944","The Man Who Knew Too Much","'30/11/1934'",1.130466,0,0,NA,NA,NA,NA,NA
"5945","Too Late","'25/03/2016'",0.869613,0,7000,NA,NA,NA,NA,NA
"5946","Queen of the Stardust Ballroom","'13/02/1975'",3.2e-05,0,0,NA,NA,NA,NA,NA
"5947","Pecado Horizontal","'02/03/1982'",0.068283,0,0,NA,NA,NA,NA,NA
"5948","Professiya - Sledovatel","'06/06/1982'",0.041531,0,0,NA,NA,NA,NA,NA
"5949","Potapych: The Bear Who Loved Vodka","'28/10/2006'",0.005625,0,0,NA,NA,NA,NA,NA
"5950","The Doom Generation","'27/10/1995'",0.714881,0,0,NA,NA,NA,NA,NA
"5951","Ahmad Albab","'01/01/1968'",0.002846,0,0,NA,NA,NA,NA,NA
"5952","8 Bit: A Documentary about Art and Videogames","'06/10/2006'",0.005625,0,0,NA,NA,NA,NA,NA
"5953","I Quit","'12/07/2009'",0.16607,1100,0,NA,NA,NA,NA,NA
"5954","Der Garten","'22/02/1983'",0.000135,0,0,NA,NA,NA,NA,NA
"5955","Augenblicke","'13/12/2012'",0.038712,0,0,NA,NA,NA,NA,NA
"5956","Miss Change","'05/09/2013'",0.216086,0,0,NA,NA,NA,NA,NA
"5957","Berga: Soldiers of Another War","'28/05/2003'",0.003769,0,0,NA,NA,NA,NA,NA
"5958","James: Getting Away with It: Live","'21/05/2002'",0.003786,0,0,NA,NA,NA,NA,NA
"5959","A Hole in One","'02/05/2004'",0.256788,0,0,NA,NA,NA,NA,NA
"5960","BecsÃ?let Ã©s dicsÅ‘sÃ©g","'12/04/1951'",0.002073,0,0,NA,NA,NA,NA,NA
"5961","Hasse & Tage - Samlade revyer","'25/04/2007'",0.009158,0,0,NA,NA,NA,NA,NA
"5962","Dashan - Ambassador to China's Funny Bone","'01/01/1996'",0.001875,0,0,NA,NA,NA,NA,NA
"5963","Massaker","'22/02/2006'",0.005629,0,0,NA,NA,NA,NA,NA
"5964","Luz Obscura","'29/03/2017'",0.209071,0,0,NA,NA,NA,NA,NA
"5965","Kidnapped!","'01/01/2005'",0.00375,0,0,NA,NA,NA,NA,NA
"5966","Videodrome","'04/02/1983'",1.044423,5952000,2120439,NA,NA,NA,NA,NA
"5967","M'Liss","'04/05/1918'",0.002079,0,0,NA,NA,NA,NA,NA
"5968","Night","'07/11/2006'",0.006575,0,0,NA,NA,NA,NA,NA
"5969","Kekko Kamen","'10/01/1991'",0,0,0,NA,NA,NA,NA,NA
"5970","We'll Be Happy Over There","'09/05/2014'",0.038384,0,0,NA,NA,NA,NA,NA
"5971","Mayday 3DNA","'23/09/2011'",0.013177,0,0,NA,NA,NA,NA,NA
"5972","The Pad and How to Use It","'17/08/1966'",0.063106,0,0,NA,NA,NA,NA,NA
"5973","Pathey Holo Deri","'NaT'",1.6e-05,0,0,NA,NA,NA,NA,NA
"5974","Alba","'01/02/2016'",0.122475,0,0,NA,NA,NA,NA,NA
"5975","Mannheim - Der Film","'05/05/2016'",0.068361,0,0,NA,NA,NA,NA,NA
"5976","Horse Tribe","'24/10/2014'",0.028125,0,0,NA,NA,NA,NA,NA
"5977","Daughter of Dr. Jekyll","'28/06/1957'",0.27851,0,0,NA,NA,NA,NA,NA
"5978","Le CinÃ©ma de papa","'10/02/1971'",6.6e-05,0,0,NA,NA,NA,NA,NA
"5979","Sonntagskinder","'19/12/1941'",0.002135,0,0,NA,NA,NA,NA,NA
"5980","Jodi Arias: Dirty Little Secret","'22/06/2013'",0.622191,0,0,NA,NA,NA,NA,NA
"5981","Fighters","'16/07/1991'",0,0,0,NA,NA,NA,NA,NA
"5982","The Brawler","'NaT'",0.050625,0,0,NA,NA,NA,NA,NA
"5983","The One I Wrote For You","'14/11/2014'",0.446828,0,0,NA,NA,NA,NA,NA
"5984","Spoken Word","'17/07/2009'",0.047534,0,0,NA,NA,NA,NA,NA
"5985","Liceenii Rock 'n' Roll","'NaT'",0,0,0,NA,NA,NA,NA,NA
"5986","The Confession","'22/07/2016'",0.085848,0,0,NA,NA,NA,NA,NA
"5987","Evil Bong: High 5","'20/04/2016'",0.111201,0,0,NA,NA,NA,NA,NA
"5988","Edge of Eternity","'02/11/1959'",0.017522,0,0,NA,NA,NA,NA,NA
"5989","Carmen","'01/12/1978'",8.6e-05,0,0,NA,NA,NA,NA,NA
"5990","ãƒ™ãƒ«ã‚»ãƒ«ã‚¯ é»„é‡‘æ™‚ä»£ç¯‡I è?‡ç?‹ãÅ®åçµ","'03/02/2012'",2.324246,0,0,NA,NA,NA,NA,NA
"5991","Stronger than Pain","'01/01/2007'",0.006188,0,0,NA,NA,NA,NA,NA
"5992","After Effect","'12/09/2007'",0.021167,0,0,NA,NA,NA,NA,NA
"5993","The Stranger","'01/06/2010'",0.491097,0,0,NA,NA,NA,NA,NA
"5994","Canada Vignettes: Faces","'01/01/1978'",0,0,0,NA,NA,NA,NA,NA
"5995","Seeing Heaven","'07/12/2010'",0.031521,320020,0,NA,NA,NA,NA,NA
"5996","Winda","'04/04/1973'",0,0,0,NA,NA,NA,NA,NA
"5997","Space Probe Taurus","'01/01/1965'",0.039336,0,0,NA,NA,NA,NA,NA
"5998","Charley's Aunt","'01/12/1930'",0.041169,0,0,NA,NA,NA,NA,NA
"5999","You Are on Indian Land","'21/03/1969'",0.147185,0,0,NA,NA,NA,NA,NA
"6000","Blueberry","'09/02/2004'",1.252637,53000000,0,NA,NA,NA,NA,NA
"6001","Trapped","'01/04/2012'",0.103242,0,0,NA,NA,NA,NA,NA
"6002","Das beste StÃ?ck","'16/10/2002'",0.626932,0,0,NA,NA,NA,NA,NA
"6003","Three Can Keep a Secret","'01/01/2006'",0.009281,0,0,NA,NA,NA,NA,NA
"6004","Komasaufen","'28/10/2013'",0.171194,0,0,NA,NA,NA,NA,NA
"6005","El Ãºltimo toque","'NaT'",0,0,0,NA,NA,NA,NA,NA
"6006","Son of Zorro","'18/01/1947'",0.003278,0,0,NA,NA,NA,NA,NA
"6007","Sin City - The Hard Goodbye","'NaT'",0.170792,0,0,NA,NA,NA,NA,NA
"6008","Die Heilerin","'10/11/2004'",0.010111,0,0,NA,NA,NA,NA,NA
"6009","Heidi","'29/10/1965'",0.003785,0,0,NA,NA,NA,NA,NA
"6010","Private Duty Nurses","'01/09/1971'",0.000829,0,0,NA,NA,NA,NA,NA
"6011","My Cactus Heart","'25/01/2012'",0.01359,0,0,NA,NA,NA,NA,NA
"6012","The Mushroom Picker","'NaT'",0,0,0,NA,NA,NA,NA,NA
"6013","The Luckiest Man","'21/08/2009'",0.0075,0,0,NA,NA,NA,NA,NA
"6014","Battling For Baby","'12/01/1992'",0.087047,0,0,NA,NA,NA,NA,NA
"6015","The Angelmakers","'24/11/2005'",0.007031,0,0,NA,NA,NA,NA,NA
"6016","Truth","'25/02/2016'",0.084377,0,0,NA,NA,NA,NA,NA
"6017","City Cat","'31/05/1992'",0.022782,0,0,NA,NA,NA,NA,NA
"6018","La calda vita","'25/02/1964'",0.003078,0,0,NA,NA,NA,NA,NA
"6019","Striporama","'01/01/1953'",0.011381,0,0,NA,NA,NA,NA,NA
"6020","ãƒÅã‚§ãƒ–ãƒ©ãƒ?ã‚·ã‚«","'18/12/2010'",0.016589,0,0,NA,NA,NA,NA,NA
"6021","Kiedys","'23/06/1987'",0.002,0,0,NA,NA,NA,NA,NA
"6022","In a Heartbeat","'01/01/2013'",0.281913,0,0,NA,NA,NA,NA,NA
"6023","Dracula (The Dirty Old Man)","'11/12/1969'",0.006958,0,0,NA,NA,NA,NA,NA
"6024","Sunshine","'26/11/2015'",0.048758,0,0,NA,NA,NA,NA,NA
"6025","Verraaiers","'20/02/2013'",0.175937,0,0,NA,NA,NA,NA,NA
"6026","The Atomic City","'01/05/1952'",0.155109,0,0,NA,NA,NA,NA,NA
"6027","Louis Theroux's African Hunting Holiday","'10/02/2008'",0.010878,0,0,NA,NA,NA,NA,NA
"6028","Wham!","'01/01/2000'",0.002834,0,0,NA,NA,NA,NA,NA
"6029","Acorn Antiques","'07/02/2005'",0.159416,0,0,NA,NA,NA,NA,NA
"6030","Dead Is Dead","'10/11/1992'",1e-05,0,0,NA,NA,NA,NA,NA
"6031","Tipping Point","'01/01/2010'",0.009375,0,0,NA,NA,NA,NA,NA
"6032","Jimmy Timmy Power Hour 2: When Nerds Collide","'14/03/2006'",0.160398,0,0,NA,NA,NA,NA,NA
"6033","Parlez-moi d'amour","'29/10/1975'",0.2025,0,0,NA,NA,NA,NA,NA
"6034","Dead Calm","'07/04/1989'",2.414993,10000000,7825000,NA,NA,NA,NA,NA
"6035","PetrolejovÃ© lampy","'05/11/1971'",0.132245,0,0,NA,NA,NA,NA,NA
"6036","Where Truth Lies","'28/12/1996'",0.054824,0,0,NA,NA,NA,NA,NA
"6037","Lo B'Yom V'Lo B'Layla","'01/06/1972'",0.244398,0,0,NA,NA,NA,NA,NA
"6038","The Assets","'02/01/2014'",0.0225,0,0,NA,NA,NA,NA,NA
"6039","Down Mexico Way","'15/10/1941'",0.004166,0,0,NA,NA,NA,NA,NA
"6040","Return Engagement","'17/11/1978'",0.080168,0,0,NA,NA,NA,NA,NA
"6041","Bosko's Holiday","'01/07/1931'",0.001896,0,0,NA,NA,NA,NA,NA
"6042","Il Boom","'24/09/1963'",0.002427,0,0,NA,NA,NA,NA,NA
"6043","Fallen Angel","'11/03/2007'",0.037967,0,0,NA,NA,NA,NA,NA
"6044","Augsburger Puppenkiste - Die Wetterorgel","'04/01/1986'",0,0,0,NA,NA,NA,NA,NA
"6045","Haltet die Welt an","'02/04/2010'",0.07286,0,0,NA,NA,NA,NA,NA
"6046","Milk?","'01/09/2014'",0.038492,0,0,NA,NA,NA,NA,NA
"6047","Buffalo Bill Rides Again","'18/04/1947'",0.008924,0,0,NA,NA,NA,NA,NA
"6048","Happy Ever Afters","'09/10/2009'",0.038052,0,0,NA,NA,NA,NA,NA
"6049","The Lion in Winter","'26/12/2003'",0.534014,0,0,NA,NA,NA,NA,NA
"6050","On a Quest","'01/01/2015'",0.037876,0,0,NA,NA,NA,NA,NA
"6051","Hong Kong","'18/04/1952'",0.288428,0,0,NA,NA,NA,NA,NA
"6052","Magpie Madness","'02/11/1948'",0.009768,0,0,NA,NA,NA,NA,NA
"6053","Kamandag ng kris","'04/06/1987'",0.000192,0,0,NA,NA,NA,NA,NA
"6054","GORILLAZ - Humanz Live in Cologne","'03/07/2017'",0.552251,0,0,NA,NA,NA,NA,NA
"6055","Jorge & Mateus 10 Anos - Ao Vivo em BrasÃ?lia","'30/11/2016'",0.116327,0,0,NA,NA,NA,NA,NA
"6056","Twilight","'20/11/2008'",22.147091,37000000,392616625,NA,NA,NA,NA,NA
"6057","Brushfire","'01/03/1962'",0.033446,0,0,NA,NA,NA,NA,NA
"6058","Les Noces Barbares","'25/11/1987'",0.005225,0,0,NA,NA,NA,NA,NA
"6059","Belle & Sebastion The Life Pursuit (Bonus DVD)","'01/01/2005'",0.00375,0,0,NA,NA,NA,NA,NA
"6060","Kelly","'20/03/1981'",0.0025,0,0,NA,NA,NA,NA,NA
"6061","Super Up","'02/10/1966'",0.001879,0,0,NA,NA,NA,NA,NA
"6062","Cocteau Marais - Un couple mythique","'13/10/2013'",0.036497,0,0,NA,NA,NA,NA,NA
"6063","LÃ¸vejagten","'01/01/1907'",0.009489,0,0,NA,NA,NA,NA,NA
"6064","The Sleeping Shepherd","'NaT'",0.000179,0,0,NA,NA,NA,NA,NA
"6065","Triangle: The Dark Side","'18/08/2016'",0.195996,0,0,NA,NA,NA,NA,NA
"6066","The Announcement","'11/03/2012'",0.01337,0,0,NA,NA,NA,NA,NA
"6067","Chalk","'29/03/2010'",0.032693,0,0,NA,NA,NA,NA,NA
"6068","Love Serenade","'10/10/1996'",0.060829,0,0,NA,NA,NA,NA,NA
"6069","Wideo Wabbit","'27/10/1956'",0.014371,0,0,NA,NA,NA,NA,NA
"6070","The Official 1993 NBA World Championship Video - Three-Peat","'02/07/1993'",0.16875,0,0,NA,NA,NA,NA,NA
"6071","à¸§à¸µà¸”à¸µà?‚à¸? à¸„à¸¥à¸´à¸›à¸ªà¸¢à¸?à¸‡","'23/04/2009'",0.308164,0,0,NA,NA,NA,NA,NA
"6072","In My Daughter's Name","'10/05/1992'",0.105015,0,0,NA,NA,NA,NA,NA
"6073","WÃ¶rthersee Tour 2009","'29/09/2009'",0.009375,0,0,NA,NA,NA,NA,NA
"6074","Heaven","'06/02/2002'",1.716993,11000000,0,NA,NA,NA,NA,NA
"6075","The Bamboo Saucer","'01/01/1968'",0.112854,0,0,NA,NA,NA,NA,NA
"6076","Paco","'09/09/2009'",0.028431,0,0,NA,NA,NA,NA,NA
"6077","Mirror","'15/07/2017'",1.301239,1200,0,NA,NA,NA,NA,NA
"6078","The Creed What Christians Profess and Why It Ought To Matter","'NaT'",0,0,0,NA,NA,NA,NA,NA
"6079","The Once Over","'08/08/1964'",0.002813,0,0,NA,NA,NA,NA,NA
"6080","Babylon","'07/11/1980'",0.167229,0,0,NA,NA,NA,NA,NA
"6081","Capital Punishment","'01/01/1925'",0.038312,0,0,NA,NA,NA,NA,NA
"6082","Manhandlers","'NaT'",0.018,0,0,NA,NA,NA,NA,NA
"6083","Fun in a Bakery Shop","'10/04/1902'",0.004325,0,0,NA,NA,NA,NA,NA
"6084","Pope John Paul II: Builder of Bridges","'04/04/2005'",0.005628,0,0,NA,NA,NA,NA,NA
"6085","Charge","'10/12/2011'",0.445161,0,0,NA,NA,NA,NA,NA
"6086","X-ray","'NaT'",0,0,0,NA,NA,NA,NA,NA
"6087","Ghashiram Kotwal","'01/01/1976'",0.000122,0,0,NA,NA,NA,NA,NA
"6088","Nic","'01/01/2005'",NA,0,0,NA,NA,NA,NA,NA
"6089","Nevada Smith","'10/06/1966'",0.560225,0,0,NA,NA,NA,NA,NA
"6090","Balon","'20/05/1967'",0.001875,0,0,NA,NA,NA,NA,NA
"6091","Nothing But the Truth","'19/12/2008'",2.611283,11500000,186702,NA,NA,NA,NA,NA
"6092","Box No 1313","'01/01/2009'",0.00753,0,0,NA,NA,NA,NA,NA
"6093","ABC News Presents: Pope John Paul II: His Life and Legacy","'01/01/2004'",0.00375,0,0,NA,NA,NA,NA,NA
"6094","The Pig Farmer","'27/07/2010'",0.01683,0,0,NA,NA,NA,NA,NA
"6095","Greatest Heroes and Legends of The Bible: Noah's Ark","'01/01/1986'",0.000117,0,0,NA,NA,NA,NA,NA
"6096","Thor: Hammer Time","'13/09/2011'",0.012937,0,0,NA,NA,NA,NA,NA
"6097","NWA The Great American Bash 1988","'10/07/1988'",0.117026,0,0,NA,NA,NA,NA,NA
"6098","De Da De Dum","'01/01/1968'",0.003617,0,0,NA,NA,NA,NA,NA
"6099","Peccatori di provincia","'17/02/1976'",9e-05,0,0,NA,NA,NA,NA,NA
